Gene	Score
TGS1	0.162595025
TNFRSF18	0.162483218
SLC43A3	0.16247820000000002
NUP107	0.16243668
EPHB2	0.162405801
RHBG	0.162377469
MCU	0.162366114
ECRP	0.16223367800000002
ADA	0.162203564
RPPH1	0.162201201
CD5L	0.162193282
TSSK1B	0.1620831
GPR25	0.162076585
SH3GL3	0.16207511
AMZ1	0.162071175
TMEM5	0.16203989300000002
FKSG43	0.161982708
UBE2I	0.161977664
NSMAF	0.161962252
HPYR1	0.161956572
ICAM3	0.161943207
HTR1F	0.161908189
LRRC33	0.161887673
C15orf57	0.161811475
CTDNEP1	0.161804604
LOC100505786	0.161784795
GNAT1	0.161744115
CLDN17	0.16167879599999999
PFKP	0.161670804
SMAD3	0.16166023300000001
GSR	0.16158168
TMEM85	0.161456229
ATPBD4	0.161422703
GABRB2	0.161419199
NRG2	0.16132323199999998
PI4KB	0.161287514
FAM166B	0.161249166
NKAIN1	0.161236598
LOC100506922	0.1611837
F2RL1	0.161179959
KIRREL3-AS3	0.161165955
C15orf2	0.161133276
TMEM41A	0.161127792
B3GNT6	0.161125465
PMS2P1	0.161078154
GAPDHS	0.161013797
TSFM	0.161001543
FAM71E2	0.160953383
MYL7	0.160875275
MTMR8	0.160863527
GFAP	0.160862122
ELL2	0.160857267
DEF8	0.16084601699999998
LOC100506521	0.160828377
SCGB1A1	0.160773876
TRMT11	0.16075419800000001
PUSL1	0.160742728
ZBTB24	0.160735484
GIF	0.160714362
ASPDH	0.1606948
FAM50B	0.160686673
OR6A2	0.160665491
LYRM7	0.160640415
C2orf65	0.160600028
CHORDC1	0.160582745
TAF15	0.160569217
CCKAR	0.160540937
TRAF3IP3	0.16051817699999998
MZT2A	0.16049380900000002
ELFN1	0.160482768
CBX8	0.160414341
SPON1	0.160357472
SLC6A17	0.160254659
TNFRSF13C	0.160243878
C20orf107	0.16019846199999999
PLD2	0.160146685
TRIAP1	0.160023952
HADHB	0.159963666
METAP2	0.15995589
CLEC3B	0.15991861300000002
LOC100131825	0.159900135
CNIH4	0.159890746
NSUN5	0.159852969
STAMBP	0.159689584
LOC100130581	0.159613203
NOTCH1	0.15957103
LPA	0.159569386
TMEM160	0.159549791
METTL5	0.15951362
NUP85	0.159504427
TMEM158	0.159474977
SCN2B	0.159446218
LOC387895	0.159415326
KIAA1191	0.159388936
IL10	0.159387052
LOC100506049	0.159351191
ALDH1A3	0.159346557
SFXN3	0.159309447
GPR55	0.159301035
CABP1	0.15929790900000002
DCP1A	0.159231653
FAM124B	0.159205199
TMED2	0.159195961
TBC1D4	0.15915524
SRY	0.159137903
LOC100505839	0.159128851
LDB1	0.159064011
IPO5	0.158916906
ARID5A	0.158895434
MFSD10	0.158895184
C16orf71	0.158885061
ZNF639	0.158861522
LOC100129098	0.158842113
OR10H2	0.15884145
DRG2	0.158796519
SMO	0.158771685
GRIN3B	0.15874353300000002
RCN3	0.15872799099999998
PRSS33	0.158687843
TCP11	0.158686512
UBA52	0.158681105
GATM	0.15854195599999998
PEX16	0.15850397800000002
TXNDC12	0.158459565
KRT3	0.158446225
SYNPR	0.15843705
BAHD1	0.158434816
GFM2	0.158399739
RANGRF	0.158374618
PADI3	0.158364698
PRRC2C	0.158334914
RECQL5	0.158292585
KCNQ2	0.158252014
LOC723809	0.158229019
IL1RAPL1	0.158209281
MRAP	0.158137238
LOC100506122	0.158036931
SYNCRIP	0.157998188
LINC00158	0.15795763699999998
ATE1	0.15794509
OR1Q1	0.157920177
MLF2	0.157910855
TFB1M	0.157877147
PSMB6	0.157830769
FCER1A	0.157829873
AQP10	0.157779849
SPEG	0.15775329999999999
NPC1	0.157744904
DUOXA1	0.15772783699999998
OLFM2	0.15768574800000001
ATP6V1F	0.15760168900000002
ATXN7L2	0.15757998199999998
CADM3	0.157565335
C1QA	0.157562286
IL4I1	0.157557904
LOC100506377	0.157518575
ATP5C1	0.157508154
COL8A2	0.15750566900000001
FLJ32790	0.157315763
LOC284379	0.157295607
SPNS1	0.157280482
SAA3P	0.15721175199999998
C12orf66	0.157195958
ASL	0.157146501
PTPN11	0.15711365
REXO1	0.157096654
HEXB	0.15709278
LOC415056	0.15706331
CANX	0.157017193
CCDC140	0.157015543
AURKAIP1	0.157015228
MEPCE	0.157013349
TFF2	0.156969911
RD3	0.156931347
CASQ1	0.156930781
RPL8	0.156778995
BCKDK	0.156731177
SNX31	0.15671236
SIGLEC11	0.156696673
FER1L4	0.156683861
PTPLA	0.15661587
CIB3	0.156585285
MATN4	0.15648673800000001
PSMB7	0.156475532
PPP1R9B	0.156447859
PIK3R4	0.156439301
VTI1B	0.15638132400000002
CHRNA1	0.156369693
PSMD6	0.156345824
SHISA5	0.156312394
NIPAL4	0.156301982
RDH13	0.15626592
CXCR1	0.156249428
ANKRD33	0.156246067
CDHR1	0.156212775
GABRQ	0.156204184
DHRS2	0.156188263
DKFZp451B082	0.156106679
OR3A3	0.156104012
SPATA8	0.156096771
NT5E	0.15598980699999998
QDPR	0.155977736
SLC38A7	0.155956238
UGT1A6	0.155949273
ZDHHC8	0.155932869
WNT9B	0.155852974
UTP11L	0.15583024
ATL2	0.15579784800000002
WDFY2	0.155756578
CDSN	0.155746989
FAM9B	0.155714804
DLAT	0.155666294
NDUFB7	0.155586585
LEFTY2	0.155578622
GSK3A	0.15553846400000002
CRK	0.155533996
LAPTM5	0.15547142
WHSC2	0.155466964
GJD4	0.155430966
FLJ26850	0.155393985
PPP4R1L	0.155391789
ATP5G1	0.155390036
ITCH	0.155293958
MXRA8	0.155276725
DBF4	0.155265174
TAS2R1	0.15526073599999998
CT62	0.155209357
XAB2	0.15520563699999998
NUDT16P1	0.155174876
ACCN4	0.15517078
MOBKL1B	0.15514085800000002
BLID	0.15512937699999998
DDIT4	0.15511226
GYPE	0.155049495
CTXN3	0.155040342
STK10	0.155032841
HEATR3	0.155017136
ERCC2	0.154979426
SUPT4H1	0.154945086
EPN1	0.154867785
SLC6A6	0.154850837
RPGRIP1	0.154830246
REG1P	0.154747271
SHPK	0.154731501
C2orf71	0.154690514
HRH1	0.154619391
CD300A	0.154600653
NACAP1	0.154502881
C3orf78	0.15448974699999998
CDRT15L2	0.154486357
KLK1	0.15448441300000001
LOC100506571	0.154478075
CCL13	0.154473431
METTL3	0.154448909
ATXN2L	0.154432283
TNFRSF4	0.154422644
TAL1	0.154371432
LLGL1	0.154359176
LOC728769	0.154356794
LOC100506446	0.154324533
FCHSD1	0.154310738
LOC100506866	0.154305153
TYR	0.154290655
ESRRB	0.15427896900000002
VGLL2	0.15427153400000002
MYL4	0.15413997
SYNPO	0.15412674099999998
MRPL41	0.154102876
FBXO18	0.154091496
ABCA4	0.154046086
TULP2	0.15403418300000002
PDPN	0.154008086
PSAP	0.15397294
XRCC3	0.15396522599999998
PRL	0.153962164
PRELID2	0.153893655
FLNC	0.153832799
MAP2K1	0.153828068
NKX2-3	0.153775626
THAP11	0.153763945
GHDC	0.15376235300000002
LOC100506880	0.153731208
ADAM11	0.15369097199999998
MVD	0.153641786
ASPG	0.153630698
AMT	0.153574909
2-Sep	0.153566027
FGL2	0.153558206
SNX9	0.153547903
EDEM2	0.153523676
RBFA	0.153522128
ANKRD31	0.15351435
LOR	0.153487045
HIGD1B	0.153457906
LOC100130111	0.153421273
SLC2A9	0.153393898
B9D1	0.15338980900000002
LDHB	0.153379799
C17orf58	0.153337848
CEND1	0.153296343
TLX2	0.153189457
SF3A2	0.153180071
MPG	0.153163104
CCDC155	0.153160615
SERPINB9	0.153107095
ITGAX	0.153094708
PSMB10	0.152971846
MGC4294	0.152921943
BRD2	0.152912389
GRAMD1A	0.15282516699999998
AOC4	0.15278261099999998
CCDC141	0.15271722
PRKCI	0.15265334
S1PR5	0.15261729
MYOT	0.15258723400000002
HN1	0.152557045
COIL	0.15251614
MEGF10	0.152497821
DNASE1L3	0.152483852
LOC284933	0.152470364
LONRF3	0.152469142
FAM155B	0.152406136
HHLA2	0.15234762699999999
NADSYN1	0.152320537
FLJ25758	0.15227607
PFDN5	0.15225765900000002
DHH	0.15218117
PPEF1	0.152126567
EML4	0.152105021
MTPAP	0.152104557
CCDC25	0.15204546800000002
C16orf74	0.152039808
HEPACAM	0.152031341
LEPREL2	0.15202569
RAPGEFL1	0.15200987
AMDHD2	0.1519431
LTA	0.15192813900000002
BCL6B	0.151908373
SLC22A7	0.151893205
SLC47A1	0.15186176699999998
IPO7	0.151742723
C10orf46	0.151723878
LOC400550	0.151705539
NFKB2	0.151686644
AOC2	0.151639285
RFX7	0.15160351
MC3R	0.151582041
PDX1	0.151580002
IGLV4-60	0.15157816400000002
ZC3H12A	0.151575303
SEBOX	0.151572743
PAX7	0.15145804400000001
MPEG1	0.151315963
FMNL1	0.151272609
C1orf61	0.151244575
URM1	0.151240765
GRRP1	0.151188791
SFRP2	0.151117189
TRRAP	0.151113327
AFF3	0.151089566
GDNF	0.15108712900000001
SIGLEC7	0.151078546
SERPINB3	0.151066296
ZDHHC3	0.15105719
POP5	0.15098889999999998
C15orf42	0.150875592
DLD	0.150843814
RFPL3	0.150835692
MRPL19	0.15078434
KRT75	0.15077860099999998
LAMC2	0.150679952
LILRP2	0.150679645
TOP3B	0.150665747
MDFI	0.150659398
KDM1A	0.150633161
MAP3K7	0.150579663
SGK196	0.15054025599999998
PRAM1	0.150538458
RELT	0.150516167
LOC389043	0.150514461
DFFB	0.15049547300000002
ITGAL	0.150480046
TBL1XR1	0.150352225
TSGA10IP	0.150293069
LOC100506758	0.150275576
ATP5F1	0.15026136199999998
CROCC	0.150241355
IL19	0.150224065
TSPAN9	0.15022017199999999
CYC1	0.150194105
PAX3	0.15014718800000001
FAM159A	0.150136105
TAF6	0.15012450300000002
NAT8	0.150079192
SNAPC2	0.150064022
ACOT11	0.150037611
LOC100652825	0.150000509
C20orf141	0.14997437
ARF1	0.149949295
IGDCC3	0.149946469
SERPINE1	0.149936027
TRIM28	0.149920041
SLC2A5	0.149909275
SLC34A1	0.149890317
HSD3B2	0.14983635
PGLYRP3	0.149834345
PRNP	0.149796962
CNGB3	0.14977268300000002
KIF12	0.14973797
IRGC	0.149673064
LOC285740	0.149669257
WBP11	0.149656971
RHOA	0.149634197
KIF17	0.149621157
TRIM50	0.149611599
C22orf26	0.149562713
MYH2	0.149510117
LSG1	0.149509039
CTSG	0.14949178300000002
GJC2	0.149467275
C1orf65	0.149454997
PSMD2	0.149433975
ATP6V1G3	0.149377423
AWAT1	0.14929452599999998
STIP1	0.14928265699999999
C2orf44	0.14925822800000002
FUCA2	0.14925756199999998
ITGA5	0.149253141
LYPLA1	0.149182691
FXYD5	0.149171151
RSPO4	0.149121008
IGHV4-34	0.149073238
CD44	0.149035386
HOXC8	0.149021122
MCAM	0.148986683
RDH8	0.148936979
BCAT1	0.148906119
SENP2	0.148874776
ERCC8	0.148794711
ATXN7L3	0.148727891
VAT1	0.148601111
LINC00311	0.148582143
NKX2-5	0.148572504
TMUB1	0.148538641
RGN	0.14853383
C9orf62	0.148508138
COPE	0.148499723
TMEM93	0.14849921800000002
HIPK4	0.148493615
CXorf64	0.148477154
RABGGTB	0.148471458
IQCF1	0.148465123
PRKCD	0.14846045900000002
TNP1	0.148415704
IFLTD1	0.14841393
LOC283547	0.148378923
LOC100507600	0.148341851
RHOT2	0.148321931
STEAP2	0.148277507
HARS2	0.148270089
APOBR	0.148196098
GTPBP6	0.148154292
TNFRSF12A	0.14814960800000002
TAS2R5	0.148142935
ABCF1	0.148137372
FMNL2	0.148130025
UQCR11	0.14811859
DEF6	0.14804499
ASB6	0.148041993
LOC285593	0.14799817
MON1B	0.14798805199999998
CD4	0.147977912
MRI1	0.147975566
ADAM5P	0.147965525
GNAL	0.147949308
SCTR	0.147930427
METTL23	0.147912745
NDUFAB1	0.147742436
TMEM216	0.147738757
ISY1	0.147718996
PANK3	0.14771061800000002
RIPK2	0.147692981
LOC100507480	0.147642463
PTDSS2	0.147594656
ZDHHC11	0.14753365300000001
SLC16A3	0.147514392
ECHDC3	0.14745725
CYBA	0.147384508
CXCR3	0.147384466
ADAMTS12	0.147324802
C19orf76	0.147300671
CHERP	0.147268727
FOXK2	0.147254991
ATP5G2	0.147179681
EEF1E1	0.147139624
LOC283335	0.147075666
BAP1	0.147047452
CDC6	0.147039324
CARD10	0.147026963
MPHOSPH6	0.147024772
TOMM20	0.147021781
CRLF3	0.146995339
CA1	0.14696493800000002
ESYT3	0.146950296
PITPNC1	0.146881811
TIPIN	0.146791361
LOC100506327	0.146772812
HRH3	0.146765191
SNRPB	0.146759834
ARRDC2	0.146753567
ATXN1	0.146685971
NCKAP5L	0.146637307
ODF3	0.146577619
TTC22	0.14655870099999999
PRX	0.146538337
S100A1	0.146488169
G6PC	0.14647727300000002
NOBOX	0.146421026
PRIM2	0.146388345
HAO2	0.146374342
TAS2R38	0.146367011
SRRM1	0.14631735
LINC00460	0.14630117199999998
ZNF771	0.14626691
C9orf86	0.14614507699999998
SEMA6B	0.146142744
STAT5B	0.146132693
SEC14L4	0.146129609
ADH7	0.14608988
LOC100506403	0.146070501
NTRK1	0.14606392099999999
LRRC25	0.146053841
GRID2	0.145841658
APEX1	0.14583470199999998
HMX1	0.145834272
ZNF671	0.145803553
EML3	0.14577007
LOC284661	0.145660089
SUPT16H	0.145650646
TOB2	0.145587236
FLJ30679	0.145583612
OR5J2	0.145552005
SIGLEC8	0.145475823
ARMC5	0.145464142
NAT6	0.14541617099999998
MMP8	0.145360372
RCVRN	0.145359429
PRKCSH	0.14534846699999998
ATP13A3	0.145306038
GYS1	0.14527674599999998
HOMER3	0.14524092
MCMBP	0.145230847
KIF6	0.145224101
TRIM10	0.14520744
DUOXA2	0.145206455
FIS1	0.145197697
PRODH2	0.14519056
LOC643923	0.145179053
PVRL3-AS1	0.145153129
BEST2	0.145143936
C20orf201	0.14510974699999998
EIF3L	0.14510119400000002
PAPPA2	0.145094224
CALML4	0.145090107
EPHA6	0.145080038
PRPF19	0.145036504
SLC7A2	0.145033647
TNFAIP8L2	0.144959179
BECN1	0.14495445
GRN	0.14492238300000002
SMARCC1	0.14490877
P2RY4	0.14487205
SLC5A8	0.14484550300000001
IL2RA	0.14482800099999998
SHKBP1	0.144777742
H1FNT	0.14469953
HAS2	0.144660423
SHC3	0.144598902
MED10	0.144585929
LIMS1	0.144548948
AHSP	0.14451049900000001
TIPARP-AS1	0.144505084
GPR123	0.144486695
C16orf72	0.144486419
TGM5	0.14447874800000002
TNNI1	0.144439295
GJD3	0.144387023
UCKL1	0.14438553199999998
TMEM186	0.144378543
RRN3P2	0.144305493
CD3E	0.144279772
LOC100129463	0.14425263900000002
LOC388882	0.14424616199999998
PKNOX2	0.14422516800000001
YSK4	0.144218335
GALR3	0.144192059
SIGLEC1	0.144172264
EGFLAM-AS2	0.144157345
DCAF12L1	0.144139464
C12orf12	0.144122592
TJP1	0.144053895
PFDN4	0.144038714
NOV	0.144031026
CD2	0.144022388
MPZL1	0.143981235
ASB12	0.14396491
C2orf83	0.14390602800000002
RABEP1	0.143903139
C8orf42	0.14387357
PSME4	0.143856663
RPS16	0.14385434
SMYD1	0.143845203
P4HA1	0.143842097
MCHR1	0.143833114
PRRX2	0.143814163
RAB34	0.14378603199999998
ABO	0.143782616
PCDHGC5	0.143773538
HOXA3	0.143722813
RNF44	0.143715233
LOC100505826	0.14369741800000002
PAK1IP1	0.143680487
GTF2H4	0.143659401
KIAA0101	0.14365492900000001
AIP	0.143600431
C7orf44	0.143577151
ARNTL2	0.14356554
ARG1	0.143539028
CHAT	0.143484362
SLC22A13	0.143483268
C11orf24	0.14344655
TRIM35	0.143345639
DNAH3	0.143289546
C22orf42	0.143209629
DCT	0.14314059
LILRA2	0.143122622
GLG1	0.143078202
KCNJ8	0.143030538
TSNARE1	0.14296373199999998
SDR9C7	0.14295412400000002
ATAD5	0.142911962
QRFPR	0.142845307
SCUBE1	0.142839035
KCNE1L	0.14279324
LOC503519	0.142786261
NLRP8	0.142726665
CD99	0.14270339199999998
ALKBH4	0.142695983
TTF2	0.142687554
MRPS31	0.142651875
ZGPAT	0.142635743
IFT20	0.14259655300000001
ZDHHC22	0.142585223
PDK1	0.142522007
SPINK4	0.142508379
SAMHD1	0.142496404
COPS7A	0.142490077
CCDC138	0.142469174
LOC401074	0.14242448800000002
LOC100507675	0.142380061
NUDC	0.142363781
PLIN3	0.142316596
SDF4	0.14229624800000001
THADA	0.142296187
ARPC1B	0.142270269
GPR111	0.142207204
IFNGR1	0.142207167
MECOM	0.142184667
HGC6.3	0.142183131
KCNK7	0.142176004
TNIP1	0.142100897
GABBR2	0.142033299
FAM98B	0.14196705699999998
ATP13A5	0.141954878
PTPRU	0.141882813
MUC3A	0.141822957
MIR205	0.141798371
COPS7B	0.14176583199999998
SCAMP1	0.14174787
CCL24	0.141702018
KIAA0564	0.141667836
WFDC5	0.141665197
MAGEB3	0.141664392
PSMB5	0.14165343800000002
EEF1A2	0.14164027699999998
TK1	0.14163898
LOC100505574	0.14160404199999999
BCL2L14	0.141550506
CST9L	0.141514975
PAX8	0.14143266599999998
HMGB3P1	0.141426565
OR2L2	0.14137777599999998
ABHD1	0.141345519
RND3	0.141338663
LOC100506527	0.141324022
SDS	0.141316827
FBLN2	0.141274535
PACSIN3	0.141262843
CHMP1A	0.141260876
TNFSF18	0.14125637900000002
C3orf35	0.1412305
PRKACG	0.141118875
UCN2	0.141084105
HEATR7B2	0.141070362
KPNA3	0.141058251
EPYC	0.141044632
SMTNL2	0.140965189
CST5	0.14095065699999998
CCDC9	0.140928251
C14orf2	0.140918822
TCAP	0.140915777
ZNHIT6	0.14079182199999998
ASPHD1	0.140788523
C2orf29	0.14076308199999998
GINS4	0.140752859
C3orf17	0.14074324400000002
TRDMT1	0.140689795
LOC401317	0.140684529
LARS2	0.140659729
FZD7	0.140642621
GCKR	0.14058058
ATP8B5P	0.140574911
ARPP21	0.140529743
HEXA	0.140499746
IRF4	0.140498242
EXOSC3	0.14047041
GTPBP1	0.140457749
LOC257358	0.140397935
ATP1B2	0.140354258
PRMT7	0.140313571
IDH3G	0.140266416
KRT6C	0.14020913
C21orf62	0.140196724
C10orf55	0.14017385699999999
RAB21	0.140126614
ECD	0.140101899
IL18RAP	0.140083564
C19orf22	0.140077302
ELOF1	0.14004443800000002
TTPAL	0.13999766
ZNF280A	0.139982627
SOX21	0.139977598
CD1E	0.139937278
LOC100506439	0.139896197
MOBKL2A	0.139883255
DOCK1	0.139873408
CD80	0.139784779
LDHC	0.139666667
NEU3	0.13965321
LOC100506546	0.139641946
NEFL	0.139618468
PXN	0.139613276
LOC648691	0.13960512
HDGF	0.139554708
GDF2	0.139522165
POU5F1P3	0.139402322
NF1	0.139389503
CHRNA5	0.139347622
PTGES3	0.139274391
TPSAB1	0.13926191300000001
PDHA1	0.13925581
ITGA2B	0.139209161
LOC727944	0.13920191
6-Sep	0.139201361
POLR1D	0.139168588
FAM83C	0.13913576
LIPG	0.139134641
TMEM120A	0.139056657
AGER	0.13905630300000002
NR2C2AP	0.139049943
PRPF38B	0.13903859400000002
RPE65	0.139023671
C6orf201	0.138985234
FFAR1	0.138957959
APTX	0.138935998
MIR17HG	0.138900257
C14orf180	0.138872456
BCL11A	0.138853491
ZPBP2	0.13884745
SMAGP	0.138833085
STAC3	0.138786768
PLEKHM2	0.138746104
UBP1	0.138678084
CC2D2B	0.138564536
CCDC12	0.138559147
LOC100506790	0.138479474
BPIFC	0.13839856
KRTAP4-9	0.138389984
FLNA	0.138381226
ZNF205	0.138340042
SERPINB8	0.138318264
DAPK3	0.138265978
UAP1	0.138251965
TMEM208	0.138229544
ESF1	0.138137585
OR7C1	0.138106119
AFAP1L1	0.13809965300000002
BMP10	0.138097632
ECI2	0.138052753
PAWR	0.138014427
RAVER1	0.137979517
SLC14A2	0.13796708400000002
ACP6	0.137894446
BDH1	0.137856178
FCER1G	0.137786906
ZNF174	0.137766225
C8orf74	0.137762836
LMOD1	0.13767897699999998
RASGRP1	0.137677628
TMEM63A	0.137640715
IL7R	0.137601477
LOC100628307	0.137554702
SLC5A10	0.137511592
GMPPA	0.13750379199999999
COL23A1	0.137476205
GTPBP5	0.137467492
TBR1	0.137447877
WFDC8	0.137408817
SAMM50	0.137348614
HRC	0.137234818
BUB1	0.13719691
GAPVD1	0.137126647
CD79A	0.137125802
ATXN3L	0.137101282
LOC154092	0.13707365300000002
SPTBN2	0.137066372
EMP3	0.137065719
RAB3A	0.137056606
CD3G	0.13702222
SPEM1	0.13701734699999998
PLEKHN1	0.136922935
GJA10	0.136918081
LOC100130100	0.136885213
RSAD1	0.136841472
TRAIP	0.136810941
CSNK2B	0.13680278699999998
SMPD2	0.136698188
ODF3L2	0.136665599
C9orf23	0.136660312
SP1	0.13658815900000001
LOC144486	0.13657076699999998
MCFD2	0.13655721699999998
HMG20A	0.136528699
RASL10A	0.136458144
IL1RAP	0.13644753
SLC35C2	0.136447041
TNFRSF10C	0.136442803
PPP2R1B	0.136423081
CISD1	0.136416774
LOC389458	0.136401242
C15orf41	0.136350308
FKBP8	0.136313692
BIRC5	0.136310875
PPP2R2A	0.136266264
LINC00238	0.13626032400000002
LOC100507009	0.136255934
FGGY	0.13618924300000002
CAST	0.13618903599999999
UBAP2L	0.136170548
LOC339352	0.13611452300000002
LOC100507470	0.136113029
C9orf66	0.13607569
P2RX7	0.13607245
LOC100507654	0.136017012
FOXF2	0.135943441
DHDDS	0.135930642
LOC100506457	0.135908628
LOC100288079	0.135882651
GATAD1	0.13587888
RNF26	0.13586969599999998
C9orf128	0.135868731
REST	0.135859919
OR11A1	0.135815458
CD177	0.135764194
FAM99B	0.13576316800000002
ROR1	0.135759838
ATHL1	0.135757247
FBXO7	0.135680209
WDR93	0.135668405
PCBP2	0.13565996800000002
THBD	0.13565212199999999
HAS1	0.135641255
CDCA4	0.135630788
TRAPPC1	0.13561146599999999
MLL4	0.13557034099999998
PNLIPRP2	0.135563357
UBE2Z	0.13554204
ERICH1	0.135491282
NAF1	0.135468653
HCRTR1	0.13543318599999998
SLC8A3	0.13536532099999998
SELO	0.13534468300000002
LENG9	0.135327471
IRF3	0.135273218
XYLB	0.13525921400000002
HTR1E	0.135238451
SNCA	0.135230559
BCAP31	0.135183566
HYAL3	0.135175306
CACNB1	0.135160022
FAM169B	0.13515960900000001
KRT32	0.13512618099999998
F10	0.135121192
INTS1	0.13507986
SETD6	0.13504123199999998
MED1	0.135036059
PRCD	0.135021262
MED6	0.135002533
PMCHL1	0.134989692
KRAS	0.134982543
FAM124A	0.13493155699999998
BTNL3	0.134869546
NADK	0.134846628
NOS3	0.134778537
ZNF485	0.134738276
BCL2L12	0.134732229
LOC100134713	0.134730197
FLJ43663	0.134702296
MTAP	0.134701307
CLEC4F	0.134691857
ARPC4	0.13468191599999998
ELMOD1	0.134675292
BMP6	0.134671159
APH1A	0.13464842300000002
CNPY3	0.134607557
DNAJB7	0.134595261
SERPINB2	0.134549467
KCNJ5	0.13454089
PRO1768	0.13452769
ARHGAP15	0.134509509
CD209	0.134472165
EREG	0.134446456
LOC100505983	0.134422618
MOCS1	0.134399198
ANKRD28	0.13438812
GPR162	0.134384952
LOC100506609	0.134353261
LOC340074	0.13419429300000002
LINC00189	0.134185249
GMIP	0.13417934199999998
PRICKLE3	0.13417890300000002
USP49	0.134135582
MKNK1	0.134081705
SHISA6	0.134078335
COX5B	0.134002639
STUB1	0.133996
MLLT1	0.133982684
LOC100505515	0.133928978
IGKC	0.133927211
ANKRD34C	0.133904276
IGLV3-19	0.133893404
JMJD5	0.133875639
CLEC2B	0.13384396
KRTAP10-11	0.133767317
MIR31HG	0.133745076
PP12613	0.133717599
CWC25	0.13365341
LOC644794	0.13364140900000002
CLEC4GP1	0.133634922
TRAV16	0.133632865
CDH9	0.13357589
SYPL2	0.133567358
WBSCR27	0.133524336
LOC126536	0.133513322
PLK2	0.133492975
PRM1	0.133484362
ADAMTS10	0.133463484
CYYR1	0.133443507
CCDC41	0.13337448699999999
CACNA1G	0.133297695
FAM78A	0.133291604
VAT1L	0.133259787
RAP1A	0.133216387
PSMD1	0.133150482
TDRD1	0.133141092
VSIG1	0.133118282
ZNF496	0.133113867
SRA1	0.133030071
LOC100506080	0.133000679
GPX8	0.132998639
FABP4	0.13299386
ZNF114	0.13298479400000002
CD34	0.132960453
PNLIPRP3	0.13296007199999998
MOG	0.13293074
METTL7B	0.132907092
SPRR1A	0.132892466
AVPR1B	0.132876279
MYO18B	0.132839925
OR2J2	0.132781903
TSHR	0.132771163
OR2F1	0.132741684
SEMA7A	0.132734706
PDE6G	0.13269968099999999
DDX24	0.132693396
IL4R	0.132668211
HOTTIP	0.13264716
TNK2	0.13264588
FGF4	0.132640597
LOC286370	0.13257065699999998
FAS	0.132568973
FGD2	0.132555435
CLCA3P	0.132547568
MBL2	0.132448738
OLIG1	0.13244076400000002
IGJ	0.132421956
TGFBI	0.132408547
CCNG1	0.132356537
DAO	0.13232075199999999
IRF5	0.132314745
GNG11	0.13229237300000002
ASNA1	0.132265614
EMX1	0.132235648
GAPDH	0.132233791
LOC152024	0.132230402
PCDHGB6	0.13219434900000002
TMEM235	0.1321797
MAPKAPK5	0.132177884
BRE	0.132161202
SLC5A1	0.132112761
GLCE	0.13204917800000002
SLC25A6	0.132040438
CYTH1	0.132034036
TXN2	0.132026473
CASKIN1	0.131878048
FLJ41350	0.131869354
C10orf47	0.131857446
RXRA	0.131850701
TTTY11	0.13178162
C6orf15	0.131771021
ZNF696	0.13173826800000002
IL1A	0.131729442
LOC100128164	0.131717135
MTO1	0.131712651
SLC7A13	0.131702025
C14orf70	0.131654819
CAMK2A	0.13165115300000002
TMEM69	0.131634799
FHL2	0.13161900599999998
UXS1	0.131509365
C14orf128	0.131488142
CC2D2A	0.131486405
KIAA0141	0.131478325
SELL	0.131470012
SURF4	0.13146306900000002
VGLL4	0.131451583
BIN1	0.131376109
NPAS2	0.131331673
CD5	0.131326537
TTC26	0.131326157
RGS6	0.13129776099999999
HCAR1	0.13129400800000002
CD101	0.13129379
MB21D1	0.131272576
LOC100506651	0.131213221
TMEM39A	0.131194721
CCNC	0.131192146
EIF2S2	0.131160287
ABTB2	0.131097033
ZSCAN2	0.131023206
UTF1	0.131005755
CYB5D1	0.130979826
TFAP2D	0.130950906
KREMEN1	0.130944666
HIST3H3	0.130889538
IGLV6-57	0.130854428
TRAV8-1	0.13082956099999998
TBC1D21	0.13082643800000002
NT5DC2	0.130823346
NUP50	0.13079634199999998
LOC100505820	0.13077872699999998
PIK3C2G	0.130700163
KIF16B	0.130687373
RNF122	0.130684344
SETDB1	0.130653833
SFRP5	0.13063971800000002
OSBP2	0.13063343800000002
SSU72	0.130608323
TFG	0.13060442
ITPRIP	0.130575896
SLCO1C1	0.13054808
MTR	0.130539037
TRADD	0.130503528
NSUN4	0.130473647
CDH15	0.130451159
PYY	0.130447858
SLC22A31	0.13044276800000001
NCR2	0.13042833
FAM47A	0.130320311
UBE3A	0.130301782
IFI16	0.13028020099999998
C4orf10	0.130265421
ARL14	0.13023256800000002
LOC100506430	0.130220892
SEC13	0.130216314
HOXC5	0.13021452
RNF145	0.13015837
SLC6A12	0.130153393
OTOGL	0.13010914099999998
KLK4	0.130086383
PDLIM7	0.130052335
MPDU1	0.130031957
LINGO3	0.12998842
SPESP1	0.129926539
PRSS3	0.129896746
CSNK1G3	0.129819996
ENTPD1	0.12979738300000002
BAX	0.129796256
PTPN23	0.129762381
FHL1	0.129738472
IPMK	0.129713935
SKIV2L	0.129684371
C3P1	0.129675547
EIF2B1	0.129656996
CXCL1	0.12954853
GBP6	0.129539588
KCNIP3	0.12952127300000002
PNRC2	0.129449269
EDC3	0.129442865
RPP14	0.129436031
LOC100506791	0.129425779
PCDHA6	0.12931009400000001
