	gene.list	gene.scores
3251	ABO	0.143782616
3252	PCDHGC5	0.143773538
3253	HOXA3	0.143722813
3254	RNF44	0.143715233
3255	LOC100505826	0.143697418
3256	PAK1IP1	0.143680487
3257	GTF2H4	0.143659401
3258	KIAA0101	0.143654929
3259	AIP	0.143600431
3260	C7orf44	0.143577151
3261	ARNTL2	0.14356554
3262	ARG1	0.143539028
3263	CHAT	0.143484362
3264	SLC22A13	0.143483268
3265	C11orf24	0.14344655
3266	TRIM35	0.143345639
3267	DNAH3	0.143289546
3268	C22orf42	0.143209629
3269	DCT	0.14314059
3270	LILRA2	0.143122622
3271	GLG1	0.143078202
3272	KCNJ8	0.143030538
3273	TSNARE1	0.142963732
3274	SDR9C7	0.142954124
3275	ATAD5	0.142911962
3276	QRFPR	0.142845307
3277	SCUBE1	0.142839035
3278	KCNE1L	0.14279324
3279	LOC503519	0.142786261
3280	NLRP8	0.142726665
3281	CD99	0.142703392
3282	ALKBH4	0.142695983
3283	TTF2	0.142687554
3284	MRPS31	0.142651875
3285	ZGPAT	0.142635743
3286	IFT20	0.142596553
3287	ZDHHC22	0.142585223
3288	PDK1	0.142522007
3289	SPINK4	0.142508379
3290	SAMHD1	0.142496404
3291	COPS7A	0.142490077
3292	CCDC138	0.142469174
3293	LOC401074	0.142424488
3294	LOC100507675	0.142380061
3295	NUDC	0.142363781
3296	PLIN3	0.142316596
3297	SDF4	0.142296248
3298	THADA	0.142296187
3299	ARPC1B	0.142270269
3300	GPR111	0.142207204
3301	IFNGR1	0.142207167
3302	MECOM	0.142184667
3303	HGC6.3	0.142183131
3304	KCNK7	0.142176004
3305	TNIP1	0.142100897
3306	GABBR2	0.142033299
3307	FAM98B	0.141967057
3308	ATP13A5	0.141954878
3309	PTPRU	0.141882813
3310	MUC3A	0.141822957
3311	MIR205	0.141798371
3312	COPS7B	0.141765832
3313	SCAMP1	0.14174787
3314	CCL24	0.141702018
3315	KIAA0564	0.141667836
3316	WFDC5	0.141665197
3317	MAGEB3	0.141664392
3318	PSMB5	0.141653438
3319	EEF1A2	0.141640277
3320	TK1	0.14163898
3321	LOC100505574	0.141604042
3322	BCL2L14	0.141550506
3323	CST9L	0.141514975
3324	PAX8	0.141432666
3325	HMGB3P1	0.141426565
3326	OR2L2	0.141377776
3327	ABHD1	0.141345519
3328	RND3	0.141338663
3329	LOC100506527	0.141324022
3330	SDS	0.141316827
3331	FBLN2	0.141274535
3332	PACSIN3	0.141262843
3333	CHMP1A	0.141260876
3334	TNFSF18	0.141256379
3335	C3orf35	0.1412305
3336	PRKACG	0.141118875
3337	UCN2	0.141084105
3338	HEATR7B2	0.141070362
3339	KPNA3	0.141058251
3340	EPYC	0.141044632
3341	SMTNL2	0.140965189
3342	CST5	0.140950657
3343	CCDC9	0.140928251
3344	C14orf2	0.140918822
3345	TCAP	0.140915777
3346	ZNHIT6	0.140791822
3347	ASPHD1	0.140788523
3348	C2orf29	0.140763082
3349	GINS4	0.140752859
3350	C3orf17	0.140743244
3351	TRDMT1	0.140689795
3352	LOC401317	0.140684529
3353	LARS2	0.140659729
3354	FZD7	0.140642621
3355	GCKR	0.14058058
3356	ATP8B5P	0.140574911
3357	ARPP21	0.140529743
3358	HEXA	0.140499746
3359	IRF4	0.140498242
3360	EXOSC3	0.14047041
3361	GTPBP1	0.140457749
3362	LOC257358	0.140397935
3363	ATP1B2	0.140354258
3364	PRMT7	0.140313571
3365	IDH3G	0.140266416
3366	KRT6C	0.14020913
3367	C21orf62	0.140196724
3368	C10orf55	0.140173857
3369	RAB21	0.140126614
3370	ECD	0.140101899
3371	IL18RAP	0.140083564
3372	C19orf22	0.140077302
3373	ELOF1	0.140044438
3374	TTPAL	0.13999766
3375	ZNF280A	0.139982627
3376	SOX21	0.139977598
3377	CD1E	0.139937278
3378	LOC100506439	0.139896197
3379	MOBKL2A	0.139883255
3380	DOCK1	0.139873408
3381	CD80	0.139784779
3382	LDHC	0.139666667
3383	NEU3	0.13965321
3384	LOC100506546	0.139641946
3385	NEFL	0.139618468
3386	PXN	0.139613276
3387	LOC648691	0.13960512
3388	HDGF	0.139554708
3389	GDF2	0.139522165
3390	POU5F1P3	0.139402322
3391	NF1	0.139389503
3392	CHRNA5	0.139347622
3393	PTGES3	0.139274391
3394	TPSAB1	0.139261913
3395	PDHA1	0.13925581
3396	ITGA2B	0.139209161
3397	LOC727944	0.13920191
3398	6-Sep	0.139201361
3399	POLR1D	0.139168588
3400	FAM83C	0.13913576
3401	LIPG	0.139134641
3402	TMEM120A	0.139056657
3403	AGER	0.139056303
3404	NR2C2AP	0.139049943
3405	PRPF38B	0.139038594
3406	RPE65	0.139023671
3407	C6orf201	0.138985234
3408	FFAR1	0.138957959
3409	APTX	0.138935998
3410	MIR17HG	0.138900257
3411	C14orf180	0.138872456
3412	BCL11A	0.138853491
3413	ZPBP2	0.13884745
3414	SMAGP	0.138833085
3415	STAC3	0.138786768
3416	PLEKHM2	0.138746104
3417	UBP1	0.138678084
3418	CC2D2B	0.138564536
3419	CCDC12	0.138559147
3420	LOC100506790	0.138479474
3421	BPIFC	0.13839856
3422	KRTAP4-9	0.138389984
3423	FLNA	0.138381226
3424	ZNF205	0.138340042
3425	SERPINB8	0.138318264
3426	DAPK3	0.138265978
3427	UAP1	0.138251965
3428	TMEM208	0.138229544
3429	ESF1	0.138137585
3430	OR7C1	0.138106119
3431	AFAP1L1	0.138099653
3432	BMP10	0.138097632
3433	ECI2	0.138052753
3434	PAWR	0.138014427
3435	RAVER1	0.137979517
3436	SLC14A2	0.137967084
3437	ACP6	0.137894446
3438	BDH1	0.137856178
3439	FCER1G	0.137786906
3440	ZNF174	0.137766225
3441	C8orf74	0.137762836
3442	LMOD1	0.137678977
3443	RASGRP1	0.137677628
3444	TMEM63A	0.137640715
3445	IL7R	0.137601477
3446	LOC100628307	0.137554702
3447	SLC5A10	0.137511592
3448	GMPPA	0.137503792
3449	COL23A1	0.137476205
3450	GTPBP5	0.137467492
3451	TBR1	0.137447877
3452	WFDC8	0.137408817
3453	SAMM50	0.137348614
3454	HRC	0.137234818
3455	BUB1	0.13719691
3456	GAPVD1	0.137126647
3457	CD79A	0.137125802
3458	ATXN3L	0.137101282
3459	LOC154092	0.137073653
3460	SPTBN2	0.137066372
3461	EMP3	0.137065719
3462	RAB3A	0.137056606
3463	CD3G	0.13702222
3464	SPEM1	0.137017347
3465	PLEKHN1	0.136922935
3466	GJA10	0.136918081
3467	LOC100130100	0.136885213
3468	RSAD1	0.136841472
3469	TRAIP	0.136810941
3470	CSNK2B	0.136802787
3471	SMPD2	0.136698188
3472	ODF3L2	0.136665599
3473	C9orf23	0.136660312
3474	SP1	0.136588159
3475	LOC144486	0.136570767
3476	MCFD2	0.136557217
3477	HMG20A	0.136528699
3478	RASL10A	0.136458144
3479	IL1RAP	0.13644753
3480	SLC35C2	0.136447041
3481	TNFRSF10C	0.136442803
3482	PPP2R1B	0.136423081
3483	CISD1	0.136416774
3484	LOC389458	0.136401242
3485	C15orf41	0.136350308
3486	FKBP8	0.136313692
3487	BIRC5	0.136310875
3488	PPP2R2A	0.136266264
3489	LINC00238	0.136260324
3490	LOC100507009	0.136255934
3491	FGGY	0.136189243
3492	CAST	0.136189036
3493	UBAP2L	0.136170548
3494	LOC339352	0.136114523
3495	LOC100507470	0.136113029
3496	C9orf66	0.13607569
3497	P2RX7	0.13607245
3498	LOC100507654	0.136017012
3499	FOXF2	0.135943441
3500	DHDDS	0.135930642
3501	LOC100506457	0.135908628
3502	LOC100288079	0.135882651
3503	GATAD1	0.13587888
3504	RNF26	0.135869696
3505	C9orf128	0.135868731
3506	REST	0.135859919
3507	OR11A1	0.135815458
3508	CD177	0.135764194
3509	FAM99B	0.135763168
3510	ROR1	0.135759838
3511	ATHL1	0.135757247
3512	FBXO7	0.135680209
3513	WDR93	0.135668405
3514	PCBP2	0.135659968
3515	THBD	0.135652122
3516	HAS1	0.135641255
3517	CDCA4	0.135630788
3518	TRAPPC1	0.135611466
3519	MLL4	0.135570341
3520	PNLIPRP2	0.135563357
3521	UBE2Z	0.13554204
3522	ERICH1	0.135491282
3523	NAF1	0.135468653
3524	HCRTR1	0.135433186
3525	SLC8A3	0.135365321
3526	SELO	0.135344683
3527	LENG9	0.135327471
3528	IRF3	0.135273218
3529	XYLB	0.135259214
3530	HTR1E	0.135238451
3531	SNCA	0.135230559
3532	BCAP31	0.135183566
3533	HYAL3	0.135175306
3534	CACNB1	0.135160022
3535	FAM169B	0.135159609
3536	KRT32	0.135126181
3537	F10	0.135121192
3538	INTS1	0.13507986
3539	SETD6	0.135041232
3540	MED1	0.135036059
3541	PRCD	0.135021262
3542	MED6	0.135002533
3543	PMCHL1	0.134989692
3544	KRAS	0.134982543
3545	FAM124A	0.134931557
3546	BTNL3	0.134869546
3547	NADK	0.134846628
3548	NOS3	0.134778537
3549	ZNF485	0.134738276
3550	BCL2L12	0.134732229
3551	LOC100134713	0.134730197
3552	FLJ43663	0.134702296
3553	MTAP	0.134701307
3554	CLEC4F	0.134691857
3555	ARPC4	0.134681916
3556	ELMOD1	0.134675292
3557	BMP6	0.134671159
3558	APH1A	0.134648423
3559	CNPY3	0.134607557
3560	DNAJB7	0.134595261
3561	SERPINB2	0.134549467
3562	KCNJ5	0.13454089
3563	PRO1768	0.13452769
3564	ARHGAP15	0.134509509
3565	CD209	0.134472165
3566	EREG	0.134446456
3567	LOC100505983	0.134422618
3568	MOCS1	0.134399198
3569	ANKRD28	0.13438812
3570	GPR162	0.134384952
3571	LOC100506609	0.134353261
3572	LOC340074	0.134194293
3573	LINC00189	0.134185249
3574	GMIP	0.134179342
3575	PRICKLE3	0.134178903
3576	USP49	0.134135582
3577	MKNK1	0.134081705
3578	SHISA6	0.134078335
3579	COX5B	0.134002639
3580	STUB1	0.133996
3581	MLLT1	0.133982684
3582	LOC100505515	0.133928978
3583	IGKC	0.133927211
3584	ANKRD34C	0.133904276
3585	IGLV3-19	0.133893404
3586	JMJD5	0.133875639
3587	CLEC2B	0.13384396
3588	KRTAP10-11	0.133767317
3589	MIR31HG	0.133745076
3590	PP12613	0.133717599
3591	CWC25	0.13365341
3592	LOC644794	0.133641409
3593	CLEC4GP1	0.133634922
3594	TRAV16	0.133632865
3595	CDH9	0.13357589
3596	SYPL2	0.133567358
3597	WBSCR27	0.133524336
3598	LOC126536	0.133513322
3599	PLK2	0.133492975
3600	PRM1	0.133484362
3601	ADAMTS10	0.133463484
3602	CYYR1	0.133443507
3603	CCDC41	0.133374487
3604	CACNA1G	0.133297695
3605	FAM78A	0.133291604
3606	VAT1L	0.133259787
3607	RAP1A	0.133216387
3608	PSMD1	0.133150482
3609	TDRD1	0.133141092
3610	VSIG1	0.133118282
3611	ZNF496	0.133113867
3612	SRA1	0.133030071
3613	LOC100506080	0.133000679
3614	GPX8	0.132998639
3615	FABP4	0.13299386
3616	ZNF114	0.132984794
3617	CD34	0.132960453
3618	PNLIPRP3	0.132960072
3619	MOG	0.13293074
3620	METTL7B	0.132907092
3621	SPRR1A	0.132892466
3622	AVPR1B	0.132876279
3623	MYO18B	0.132839925
3624	OR2J2	0.132781903
3625	TSHR	0.132771163
3626	OR2F1	0.132741684
3627	SEMA7A	0.132734706
3628	PDE6G	0.132699681
3629	DDX24	0.132693396
3630	IL4R	0.132668211
3631	HOTTIP	0.13264716
3632	TNK2	0.13264588
3633	FGF4	0.132640597
3634	LOC286370	0.132570657
3635	FAS	0.132568973
3636	FGD2	0.132555435
3637	CLCA3P	0.132547568
3638	MBL2	0.132448738
3639	OLIG1	0.132440764
3640	IGJ	0.132421956
3641	TGFBI	0.132408547
3642	CCNG1	0.132356537
3643	DAO	0.132320752
3644	IRF5	0.132314745
3645	GNG11	0.132292373
3646	ASNA1	0.132265614
3647	EMX1	0.132235648
3648	GAPDH	0.132233791
3649	LOC152024	0.132230402
3650	PCDHGB6	0.132194349
3651	TMEM235	0.1321797
3652	MAPKAPK5	0.132177884
3653	BRE	0.132161202
3654	SLC5A1	0.132112761
3655	GLCE	0.132049178
3656	SLC25A6	0.132040438
3657	CYTH1	0.132034036
3658	TXN2	0.132026473
3659	CASKIN1	0.131878048
3660	FLJ41350	0.131869354
3661	C10orf47	0.131857446
3662	RXRA	0.131850701
3663	TTTY11	0.13178162
3664	C6orf15	0.131771021
3665	ZNF696	0.131738268
3666	IL1A	0.131729442
3667	LOC100128164	0.131717135
3668	MTO1	0.131712651
3669	SLC7A13	0.131702025
3670	C14orf70	0.131654819
3671	CAMK2A	0.131651153
3672	TMEM69	0.131634799
3673	FHL2	0.131619006
3674	UXS1	0.131509365
3675	C14orf128	0.131488142
3676	CC2D2A	0.131486405
3677	KIAA0141	0.131478325
3678	SELL	0.131470012
3679	SURF4	0.131463069
3680	VGLL4	0.131451583
3681	BIN1	0.131376109
3682	NPAS2	0.131331673
3683	CD5	0.131326537
3684	TTC26	0.131326157
3685	RGS6	0.131297761
3686	HCAR1	0.131294008
3687	CD101	0.13129379
3688	MB21D1	0.131272576
3689	LOC100506651	0.131213221
3690	TMEM39A	0.131194721
3691	CCNC	0.131192146
3692	EIF2S2	0.131160287
3693	ABTB2	0.131097033
3694	ZSCAN2	0.131023206
3695	UTF1	0.131005755
3696	CYB5D1	0.130979826
3697	TFAP2D	0.130950906
3698	KREMEN1	0.130944666
3699	HIST3H3	0.130889538
3700	IGLV6-57	0.130854428
3701	TRAV8-1	0.130829561
3702	TBC1D21	0.130826438
3703	NT5DC2	0.130823346
3704	NUP50	0.130796342
3705	LOC100505820	0.130778727
3706	PIK3C2G	0.130700163
3707	KIF16B	0.130687373
3708	RNF122	0.130684344
3709	SETDB1	0.130653833
3710	SFRP5	0.130639718
3711	OSBP2	0.130633438
3712	SSU72	0.130608323
3713	TFG	0.13060442
3714	ITPRIP	0.130575896
3715	SLCO1C1	0.13054808
3716	MTR	0.130539037
3717	TRADD	0.130503528
3718	NSUN4	0.130473647
3719	CDH15	0.130451159
3720	PYY	0.130447858
3721	SLC22A31	0.130442768
3722	NCR2	0.13042833
3723	FAM47A	0.130320311
3724	UBE3A	0.130301782
3725	IFI16	0.130280201
3726	C4orf10	0.130265421
3727	ARL14	0.130232568
3728	LOC100506430	0.130220892
3729	SEC13	0.130216314
3730	HOXC5	0.13021452
3731	RNF145	0.13015837
3732	SLC6A12	0.130153393
3733	OTOGL	0.130109141
3734	KLK4	0.130086383
3735	PDLIM7	0.130052335
3736	MPDU1	0.130031957
3737	LINGO3	0.12998842
3738	SPESP1	0.129926539
3739	PRSS3	0.129896746
3740	CSNK1G3	0.129819996
3741	ENTPD1	0.129797383
3742	BAX	0.129796256
3743	PTPN23	0.129762381
3744	FHL1	0.129738472
3745	IPMK	0.129713935
3746	SKIV2L	0.129684371
3747	C3P1	0.129675547
3748	EIF2B1	0.129656996
3749	CXCL1	0.12954853
3750	GBP6	0.129539588
3751	KCNIP3	0.129521273
3752	PNRC2	0.129449269
3753	EDC3	0.129442865
3754	RPP14	0.129436031
3755	LOC100506791	0.129425779
3756	PCDHA6	0.129310094
3757	MDGA1	0.12930393
3758	FUT4	0.12929368
3759	OSMR	0.129272298
3760	ZNF295-AS1	0.129264571
3761	MYO1C	0.129256895
3762	XPO7	0.129254662
3763	C19orf70	0.129191506
3764	GIGYF1	0.129190786
3765	PLEC	0.129188394
3766	C14orf34	0.129177219
3767	OR3A2	0.12910495
3768	CLN6	0.129098202
3769	RNF181	0.129095159
3770	RPF1	0.12908519
3771	ZNF683	0.12907988
3772	GAST	0.129058874
3773	CEACAM21	0.129053046
3774	LOC100507619	0.129009013
3775	SLC3A2	0.128999826
3776	METTL19	0.128966992
3777	GNAT2	0.12894702
3778	LOC100129845	0.128919615
3779	LOC100506119	0.128914924
3780	BCL2L13	0.128904413
3781	CCDC28A	0.128824663
3782	EVC	0.128806284
3783	CARTPT	0.128805642
3784	COMTD1	0.128792982
3785	C3orf27	0.128782215
3786	RWDD2B	0.128747638
3787	MMP13	0.128735413
3788	ERO1L	0.128732417
3789	KRTAP4-8	0.128612121
3790	CLDN12	0.128446438
3791	USP29	0.128442257
3792	GLIPR1	0.128425328
3793	CAV2	0.128419787
3794	PCBP4	0.1284122
3795	CLDN15	0.128405383
3796	PTCH2	0.128370265
3797	RALGDS	0.128357908
3798	FNDC7	0.128332097
3799	FXR2	0.128228558
3800	SLC26A4	0.128228416
3801	PNLIP	0.128219838
3802	ANXA2P2	0.128170213
3803	GAA	0.128147129
3804	UGGT1	0.128140928
3805	FBXO30	0.128140811
3806	RELL2	0.128132601
3807	LY6D	0.128100108
3808	SLIRP	0.128083208
3809	ACAD10	0.128077788
3810	TRIM54	0.128046246
3811	LOC283693	0.127996853
3812	SFTPC	0.127989875
3813	SLC9A3R1	0.12798898
3814	GNA15	0.127973463
3815	UBE4B	0.127959934
3816	CHST6	0.127956825
3817	SLC24A4	0.127932225
3818	RAPSN	0.127925902
3819	SOD2	0.127911277
3820	LOC728012	0.127896861
3821	NPR1	0.127880824
3822	CCNT1	0.12788018
3823	ATP2C1	0.127868599
3824	TGFBR2	0.127856712
3825	DGKH	0.127828123
3826	SNX27	0.127823856
3827	SIM2	0.127749961
3828	WDR48	0.127747279
3829	LOC100506465	0.127736644
3830	HEG1	0.127723539
3831	UTS2	0.127719252
3832	MIXL1	0.127699032
3833	ANP32C	0.127683363
3834	SPRR2A	0.12764455
3835	PNCK	0.127638901
3836	ASZ1	0.127589728
3837	CFHR5	0.127574275
3838	PRKAR1B	0.127566756
3839	PDCD6IP	0.127544151
3840	CST7	0.127527675
3841	TINAGL1	0.12743492
3842	GFRA4	0.127386706
3843	PLEKHO2	0.127377073
3844	TAS2R41	0.127308667
3845	SEC11A	0.127237539
3846	SLC33A1	0.127236528
3847	HPSE2	0.127234592
3848	PAEP	0.127194464
3849	RNF212	0.12715012
3850	RNASET2	0.127114623
3851	IER3	0.127092517
3852	ACVR1C	0.12701149
3853	GNMT	0.126997855
3854	LOC100505573	0.126944394
3855	RPL13A	0.12688621
3856	TAAR3	0.126880459
3857	RAD18	0.126860474
3858	ASMTL-AS1	0.126838348
3859	MYPN	0.12680006
3860	LOC100507299	0.12679368
3861	EXOSC1	0.126772048
3862	OR2L1P	0.126734767
3863	VENTXP1	0.126654719
3864	GPR156	0.126636199
3865	UBA5	0.126634164
3866	HSF5	0.126529423
3867	FGF16	0.126515826
3868	JPH4	0.126500972
3869	SPRR2G	0.126492355
3870	LOC100505928	0.126454207
3871	LOC100652980	0.126446516
3872	TCEB2	0.126387699
3873	PGLYRP2	0.126384353
3874	LRCH1	0.126343399
3875	CRB2	0.126310806
3876	C10orf67	0.126282764
3877	IQCF2	0.126215808
3878	ZNF142	0.126192453
3879	RNF175	0.126160562
3880	CHST5	0.126159397
3881	MITF	0.126150283
3882	FGFRL1	0.126147467
3883	LOC100131733	0.12613903
3884	ZNF354C	0.126032331
3885	SLC6A1	0.126015361
3886	GTF3A	0.12596213
3887	FBXL12	0.125930577
3888	MRPL27	0.125909589
3889	C2CD2	0.125906405
3890	C2orf82	0.1258283
3891	POLR2A	0.125743508
3892	ERLIN1	0.125732631
3893	TM6SF2	0.125704884
3894	ZBTB47	0.125698445
3895	CCT8L2	0.125665003
3896	C17orf81	0.125643924
3897	LOC731779	0.125590013
3898	CCDC105	0.125578208
3899	LOC100652874	0.125558762
3900	ABCB11	0.125554093
3901	SETD8	0.125517457
3902	TMX2	0.125510703
3903	CASP5	0.125475276
3904	NDUFV3	0.125454379
3905	ZIC1	0.125443439
3906	RHOQ	0.125391968
3907	HMGN4	0.125386847
3908	R3HDM1	0.125336792
3909	KRT38	0.12529289
3910	CENPH	0.125283141
3911	EXOC3L2	0.125237717
3912	FXYD1	0.125236591
3913	LRRC18	0.125173692
3914	TNFRSF21	0.125173421
3915	PRCP	0.125104613
3916	LOC283761	0.125102248
3917	LINS	0.125075937
3918	C17orf42	0.125068744
3919	GUCA1B	0.124982406
3920	SLFN5	0.124966597
3921	TCN1	0.124961869
3922	BIRC7	0.124935814
3923	MYL3	0.124917542
3924	SPZ1	0.124908777
3925	ZNF865	0.124891568
3926	MAMLD1	0.124882972
3927	ZNF385C	0.124870013
3928	MYF6	0.124862324
3929	LEKR1	0.124830176
3930	HAS3	0.124800987
3931	MYOD1	0.124755138
3932	H1FOO	0.124724026
3933	CITED1	0.124658527
3934	PDIA4	0.124601398
3935	WFDC3	0.124600213
3936	GPSM3	0.124543941
3937	LINC00458	0.124497927
3938	LDB2	0.124478158
3939	LOC100506206	0.124470866
3940	ZNF394	0.124455672
3941	PIGY	0.124445049
3942	AIG1	0.124437972
3943	ESYT1	0.124418773
3944	NRAP	0.12441701
3945	FCRLA	0.124382878
3946	GPR3	0.124348963
3947	LOC100506406	0.12426007
3948	VMP1	0.124230029
3949	IL16	0.124184306
3950	BAZ1A	0.12418306
3951	KRT17	0.124182741
3952	PSMC4	0.124173715
3953	IGHV1-69	0.124162581
3954	GALNT5	0.124127032
3955	LACTB	0.12409767
3956	GPSM1	0.124097165
3957	PLEK	0.124070081
3958	SRF	0.124067945
3959	NHLH1	0.124065468
3960	CD300LG	0.124061793
3961	MLLT6	0.124051022
3962	KRTAP2-1	0.124049185
3963	SAFB	0.124033691
3964	PSMD4	0.124025948
3965	RPL27A	0.124024039
3966	LPAR5	0.124022038
3967	SOX10	0.123982572
3968	CACNG4	0.123972296
3969	TTC8	0.12397093
3970	ASPH	0.123969111
3971	LST1	0.123861399
3972	EXT1	0.123847275
3973	TLE3	0.12382987
3974	ALG8	0.123797483
3975	TTLL13	0.123784392
3976	LRRN2	0.123764282
3977	PDE8A	0.123753442
3978	LOC728095	0.123703878
3979	CDK9	0.123691327
3980	RRAS2	0.123666718
3981	C15orf55	0.123665302
3982	C1orf64	0.123650625
3983	LOC339894	0.123609208
3984	LOC100509205	0.123588428
3985	SMUG1	0.123535771
3986	SMTNL1	0.123528711
3987	RAB5C	0.123514464
3988	CALB2	0.123462646
3989	DUSP11	0.123443594
3990	GALNT13	0.123412454
3991	LOC100505854	0.123366909
3992	SLC46A1	0.123364787
3993	ADAMTS20	0.123327956
3994	LOC400643	0.123297605
3995	LOC100505635	0.12328175
3996	AIFM3	0.123264506
3997	NDRG3	0.123248769
3998	TFPI	0.123242638
3999	LOC729059	0.123231177
4000	BATF3	0.123226141
4001	VMA21	0.123206553
4002	TAF8	0.123205304
4003	STAB2	0.123195786
4004	MAS1	0.123191653
4005	BREA2	0.123185262
4006	SLCO1B3	0.123158989
4007	VIM	0.123123973
4008	CILP2	0.123110761
4009	PATL2	0.123110544
4010	FAM176B	0.123080657
4011	LAMA2	0.123076075
4012	HBE1	0.123059583
4013	AXDND1	0.123010927
4014	PMM2	0.122989125
4015	ATPAF1-AS1	0.122983337
4016	ATP1A4	0.122977982
4017	PREB	0.122928268
4018	KLKB1	0.122921342
4019	GPR97	0.12289616
4020	SERPINB10	0.122861376
4021	C3orf37	0.122756791
4022	NDP	0.122715181
4023	LOC100505918	0.122695036
4024	LOC100505862	0.122634009
4025	SUFU	0.122633165
4026	DIO3	0.122632216
4027	LDHAL6B	0.12260847
4028	TNK1	0.122553872
4029	ADIPOQ	0.1224963
4030	EGR2	0.122472968
4031	RARRES2	0.122449219
4032	C1orf68	0.122447374
4033	ARHGEF15	0.122438735
4034	POFUT1	0.122426876
4035	LINC00208	0.12240511
4036	HTT	0.122397571
4037	CHODL	0.122355872
4038	CSNK1A1	0.122297543
4039	CCRL2	0.122276059
4040	CBS	0.122199595
4041	SLC39A10	0.122194512
4042	TRAC	0.12218614
4043	RSPO1	0.122169197
4044	AP2M1	0.122168494
4045	ZDHHC7	0.122150857
4046	LRRFIP1	0.122135506
4047	FDFT1	0.122126498
4048	LOC100130502	0.122114605
4049	KIF5A	0.122076672
4050	RGS16	0.122075045
4051	CSTT	0.122063497
4052	TSSK6	0.122060383
4053	LOC285847	0.122059182
4054	TAF1B	0.12204188
4055	SBSN	0.1220401
4056	LOC100133190	0.12199921
4057	PNPLA6	0.121968463
4058	CORO1B	0.121963007
4059	GTF2F1	0.121962821
4060	LOC253962	0.121961224
4061	ARHGAP18	0.121959172
4062	ADO	0.121953815
4063	GTF3C3	0.121941821
4064	CA2	0.121936091
4065	DCAF7	0.121925299
4066	ALG1	0.12192351
4067	SPCS3	0.121893028
4068	TMEM64	0.121878613
4069	FLJ42875	0.121848228
4070	LOC100506983	0.121837482
4071	LRRC45	0.121819312
4072	COL11A2	0.12180997
4073	ERAP2	0.121802298
4074	LOC100507250	0.121750449
4075	LOC100507261	0.121685173
4076	MIDN	0.121628348
4077	GFRA1	0.121557638
4078	PLEKHB2	0.121509438
4079	DKK4	0.12149502
4080	LOC100287177	0.121470671
4081	CXCL12	0.121466131
4082	LOC100506838	0.121441845
4083	STK32C	0.121376342
4084	LOC731789	0.12129198
4085	KIF2A	0.121277658
4086	ACCN5	0.121234902
4087	NLRP13	0.121176585
4088	SYNGR1	0.121156547
4089	APOL2	0.121137592
4090	C16orf57	0.121130542
4091	RUNX1	0.121126626
4092	PYCR2	0.121126288
4093	ENDOV	0.121119132
4094	EXOC3L4	0.121115759
4095	ZNHIT3	0.121101184
4096	CD96	0.12109568
4097	CLMP	0.121021184
4098	GALNTL4	0.12102
4099	DYNLL2	0.120995248
4100	WBP2	0.120988339
4101	TLR10	0.120981795
4102	LOC100506414	0.120973957
4103	FAS-AS1	0.120970449
4104	MMP1	0.120941557
4105	FGF17	0.120925442
4106	PELO	0.120895445
4107	HIST1H2AK	0.120884374
4108	TXNDC17	0.120850181
4109	BRK1	0.12081462
4110	PEX6	0.120754601
4111	FBXO39	0.120707942
4112	EMP1	0.12062546
4113	NF2	0.120625121
4114	DAXX	0.120603131
4115	CD48	0.120585153
4116	MTMR4	0.120573997
4117	SULT4A1	0.120564953
4118	EHMT2	0.12056359
4119	PADI1	0.12051653
4120	MMP2	0.120478483
4121	ANXA2	0.120452531
4122	TAF7L	0.120451831
4123	PRIM1	0.120435944
4124	PRB4	0.120430168
4125	RTCD1	0.120425404
4126	CDC34	0.12040863
4127	HIST1H4C	0.120396604
4128	SPR	0.120385973
4129	TMEM204	0.120370861
4130	VDR	0.12036402
4131	AGK	0.120340198
4132	PGC	0.120331499
4133	GMPR2	0.120295201
4134	PLCB3	0.120274432
4135	TCERG1	0.120266965
4136	CCDC102A	0.120252397
4137	GSTM3	0.120247162
4138	PGGT1B	0.120227939
4139	POU5F1P4	0.120218371
4140	APOBEC4	0.120207255
4141	INSRR	0.120165959
4142	C9orf29	0.120158628
4143	TIMP1	0.120130589
4144	MCM10	0.120100766
4145	SLC25A46	0.120073858
4146	NUP98	0.120068755
4147	CD109	0.12004368
4148	C15orf23	0.120039082
4149	LOC641365	0.120032409
4150	NPRL3	0.119994206
4151	KDM4D	0.119987837
4152	LOC100507330	0.119985535
4153	C10orf99	0.119944026
4154	SLC26A6	0.119925224
4155	CEP120	0.119923098
4156	TRBV24-1	0.119909964
4157	LOC100287482	0.119893603
4158	TMEM132A	0.119851621
4159	DYDC1	0.119842544
4160	MEI1	0.11982835
4161	C12orf43	0.119779422
4162	OR5AK4P	0.119768677
4163	LIG3	0.119723438
4164	PANX3	0.119717089
4165	HS3ST5	0.119711797
4166	GPR153	0.119616505
4167	EPHA1	0.119615043
4168	CCT8	0.119613471
4169	TLR8	0.119570161
4170	DCUN1D1	0.119566235
4171	GBGT1	0.11952851
4172	CD86	0.119506086
4173	WARS	0.1194164
4174	C7orf47	0.119409255
4175	CDR1	0.119404034
4176	CCDC116	0.119389044
4177	PTPRS	0.119346333
4178	MRPL34	0.119268256
4179	CES5A	0.119261993
4180	IFNA10	0.119256135
4181	TMX1	0.11925224
4182	GJB5	0.119219946
4183	HAMP	0.119216965
4184	CNOT1	0.119213475
