Cell Line Name	Best Cell Line Name
JHH-7	JHH7
CDDB:491	JHH7
ACH-000848	JHH7
idCell:315	JHH7
JHOC5	JHOC5
JHOC5_OVARY	JHOC5
JHOC-5	JHOC5
CDDB:492	JHOC5
ACH-000324	JHOC5
idCell:851	JHOC5
JHOM1	JHOM1
JHOM1_OVARY	JHOM1
JHOM-1	JHOM1
CDDB:493	JHOM1
ACH-000237	JHOM1
idCell:852	JHOM1
JHOM2B	JHOM2B
JHOM2B_OVARY	JHOM2B
JHOM-2B	JHOM2B
CDDB:494	JHOM2B
ACH-000333	JHOM2B
idCell:853	JHOM2B
JHOS2	JHOS2
JHOS2_OVARY	JHOS2
JHOS-2	JHOS2
CDDB:495	JHOS2
ACH-000132	JHOS2
idCell:316	JHOS2
JHOS4	JHOS4
JHOS4_OVARY	JHOS4
JHOS-4	JHOS4
CDDB:496	JHOS4
ACH-000584	JHOS4
idCell:317	JHOS4
JHUEM1	JHUEM1
JHUEM1_ENDOMETRIUM	JHUEM1
JHUEM-1	JHUEM1
CDDB:497	JHUEM1
ACH-000928	JHUEM1
idCell:318	JHUEM1
JHUEM2	JHUEM2
JHUEM2_ENDOMETRIUM	JHUEM2
JHUEM-2	JHUEM2
CDDB:498	JHUEM2
ACH-000909	JHUEM2
idCell:319	JHUEM2
JHUEM3	JHUEM3
JHUEM3_ENDOMETRIUM	JHUEM3
JHUEM-3	JHUEM3
CDDB:499	JHUEM3
ACH-000173	JHUEM3
idCell:854	JHUEM3
JHUEM7	JHUEM7
JHUEM7_ENDOMETRIUM	JHUEM7
JHUEM-7	JHUEM7
CDDB:500	JHUEM7
ACH-000993	JHUEM7
idCell:320	JHUEM7
JIMT1	JIMT1
JIMT1_BREAST	JIMT1
JIMT-1	JIMT1
CDDB:501	JIMT1
ACH-000711	JIMT1
idCell:321	JIMT1
JJN3	JJN3
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JJN3
JJN-3	JJN3
CDDB:502	JJN3
ACH-000653	JJN3
idCell:952	JJN3
JK1	JK1
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JK1
JK-1	JK1
CDDB:503	JK1
ACH-000241	JK1
idCell:981	JK1
JL1	JL1
JL1_PLEURA	JL1
JL-1	JL1
CDDB:504	JL1
ACH-000645	JL1
idCell:956	JL1
JM1	JM1
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JM1
CDDB:505	JM1
ACH-000151	JM1
idCell:322	JM1
JMSU1	JMSU1
JMSU1_URINARY_TRACT	JMSU1
JMSU-1	JMSU1
CDDB:506	JMSU1
ACH-000753	JMSU1
idCell:323	JMSU1
JR	JR
JR_SOFT_TISSUE	JR
CDDB:507	JR
ACH-001096	JR
JURKAT	JURKAT
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURKAT
CDDB:508	JURKAT
ACH-000995	JURKAT
idCell:324	JURKAT
JURLMK1	JURLMK1
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURLMK1
JURL-MK1	JURLMK1
CDDB:509	JURLMK1
ACH-000326	JURLMK1
idCell:980	JURLMK1
JVM2	JVM2
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM2
JVM-2	JVM2
CDDB:510	JVM2
ACH-000106	JVM2
idCell:325	JVM2
JVM3	JVM3
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM3
JVM-3	JVM3
CDDB:511	JVM3
ACH-000346	JVM3
idCell:326	JVM3
K029AX	K029AX
K029AX_SKIN	K029AX
CDDB:512	K029AX
ACH-000404	K029AX
idCell:327	K029AX
K562	K562
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562
K-562	K562
CDDB:513	K562
ACH-000551	K562
idCell:328	K562
KALS1	KALS1
KALS1_CENTRAL_NERVOUS_SYSTEM	KALS1
KALS-1	KALS1
CDDB:514	KALS1
ACH-000231	KALS1
idCell:329	KALS1
KARPAS299	KARPAS299
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS299
KARPAS-299	KARPAS299
CDDB:515	KARPAS299
ACH-000053	KARPAS299
idCell:330	KARPAS299
KARPAS422	KARPAS422
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS422
KARPAS-422	KARPAS422
CDDB:516	KARPAS422
ACH-000315	KARPAS422
idCell:331	KARPAS422
KARPAS620	KARPAS620
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS620
KARPAS-620	KARPAS620
CDDB:517	KARPAS620
ACH-000193	KARPAS620
idCell:943	KARPAS620
KASUMI1	KASUMI1
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1
KASUMI-1	KASUMI1
CDDB:518	KASUMI1
ACH-000263	KASUMI1
idCell:332	KASUMI1
KASUMI2	KASUMI2
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI2
KASUMI-2	KASUMI2
CDDB:519	KASUMI2
ACH-000728	KASUMI2
idCell:333	KASUMI2
KASUMI4	KASUMI4
CDDB:520	KASUMI4
idCell:1034	KASUMI4
KASUMI6	KASUMI6
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6
KASUMI-6	KASUMI6
Kasumi-6	KASUMI6
CDDB:521	KASUMI6
ACH-000166	KASUMI6
idCell:940	KASUMI6
KATOIII	KATOIII
KATOIII_STOMACH	KATOIII
KATO III	KATOIII
CDDB:522	KATOIII
ACH-000793	KATOIII
idCell:334	KATOIII
KCIMOH1	KCIMOH1
KCIMOH1_PANCREAS	KCIMOH1
CDDB:523	KCIMOH1
ACH-001098	KCIMOH1
idCell:335	KCIMOH1
KCL22	KCL22
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL22
KCL-22	KCL22
CDDB:524	KCL22
ACH-000983	KCL22
idCell:336	KCL22
KE37	KE37
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE37
KE-37	KE37
CDDB:525	KE37
ACH-000101	KE37
idCell:337	KE37
KE39	KE39
KE39_STOMACH	KE39
KE-39	KE39
CDDB:526	KE39
ACH-000507	KE39
idCell:338	KE39
KE97	KE97
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE97
KE-97	KE97
CDDB:527	KE97
ACH-000167	KE97
idCell:339	KE97
KELLY	KELLY
KELLY_AUTONOMIC_GANGLIA	KELLY
CDDB:528	KELLY
ACH-000259	KELLY
idCell:340	KELLY
KG1	KG1
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG1
KG-1	KG1
CDDB:529	KG1
ACH-000386	KG1
idCell:341	KG1
KG1C	KG1C
KG1C_CENTRAL_NERVOUS_SYSTEM	KG1C
KG-1-C	KG1C
CDDB:530	KG1C
ACH-000126	KG1C
idCell:342	KG1C
KHM1B	KHM1B
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHM1B
KHM-1B	KHM1B
CDDB:531	KHM1B
ACH-000564	KHM1B
idCell:343	KHM1B
KIJK	KIJK
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KIJK
Ki-JK	KIJK
CDDB:532	KIJK
ACH-000773	KIJK
idCell:344	KIJK
KINGS1	KINGS1
KINGS1_NERVOUS_SYSTEM	KINGS1
KINGS-1	KINGS1
CDDB:533	KINGS1
ACH-002257	KINGS1
idCell:1055	KINGS1
KLE	KLE
KLE_ENDOMETRIUM	KLE
CDDB:534	KLE
ACH-000293	KLE
idCell:345	KLE
KLM1	KLM1
KLM1_PANCREAS	KLM1
KLM-1	KLM1
CDDB:535	KLM1
ACH-001101	KLM1
idCell:1012	KLM1
KM12	KM12
KM12_LARGE_INTESTINE	KM12
CDDB:536	KM12
ACH-000969	KM12
idCell:346	KM12
KMBC2	KMBC2
KMBC2_URINARY_TRACT	KMBC2
KMBC-2	KMBC2
CDDB:537	KMBC2
ACH-000862	KMBC2
idCell:347	KMBC2
KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE
KM-H2	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE
KMH2	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE
CDDB:538	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE
CVCL_1330	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE
ACH-000815	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE
idCell:348	KMH2HAEMATOPOIETICANDLYMPHOIDTISSUE
KMM1	KMM1
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMM1
KMM-1	KMM1
CDDB:539	KMM1
ACH-000889	KMM1
idCell:349	KMM1
KMRC1	KMRC1
KMRC1_KIDNEY	KMRC1
KMRC-1	KMRC1
CDDB:540	KMRC1
ACH-000684	KMRC1
idCell:350	KMRC1
KMRC2	KMRC2
KMRC2_KIDNEY	KMRC2
KMRC-2	KMRC2
CDDB:541	KMRC2
ACH-000709	KMRC2
idCell:352	KMRC2
KMRC20	KMRC20
KMRC20_KIDNEY	KMRC20
KMRC-20	KMRC20
CDDB:542	KMRC20
ACH-000250	KMRC20
idCell:351	KMRC20
KMRC3	KMRC3
KMRC3_KIDNEY	KMRC3
KMRC-3	KMRC3
CDDB:543	KMRC3
ACH-000313	KMRC3
idCell:353	KMRC3
KMS1	KMS1
KMS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS1
CDDB:544	KMS1
idCell:1111	KMS1
KMS11	KMS11
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS11
KMS-11	KMS11
CDDB:545	KMS11
ACH-000714	KMS11
idCell:354	KMS11
KMS12BM	KMS12BM
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS12BM
KMS-12-BM	KMS12BM
CDDB:546	KMS12BM
ACH-000380	KMS12BM
idCell:355	KMS12BM
KMS12PE	KMS12PE
KMS12PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS12PE
KMS-12-PE	KMS12PE
CDDB:547	KMS12PE
idCell:1112	KMS12PE
KMS18	KMS18
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS18
KMS-18	KMS18
CDDB:548	KMS18
ACH-000658	KMS18
idCell:1113	KMS18
KMS20	KMS20
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS20
KMS-20	KMS20
CDDB:549	KMS20
ACH-000426	KMS20
idCell:356	KMS20
KMS21BM	KMS21BM
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS21BM
KMS-21BM	KMS21BM
CDDB:550	KMS21BM
ACH-000598	KMS21BM
idCell:357	KMS21BM
KMS26	KMS26
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS26
KMS-26	KMS26
CDDB:551	KMS26
ACH-000588	KMS26
idCell:358	KMS26
KMS27	KMS27
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS27
KMS-27	KMS27
CDDB:552	KMS27
ACH-000576	KMS27
idCell:359	KMS27
KMS28BM	KMS28BM
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS28BM
KMS-28BM	KMS28BM
CDDB:553	KMS28BM
ACH-000419	KMS28BM
idCell:360	KMS28BM
KMS28PE	KMS28PE
KMS28PE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS28PE
CDDB:554	KMS28PE
idCell:1114	KMS28PE
KMS34	KMS34
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS34
KMS-34	KMS34
CDDB:555	KMS34
ACH-000541	KMS34
idCell:361	KMS34
KNS42	KNS42
KNS42_CENTRAL_NERVOUS_SYSTEM	KNS42
KNS-42	KNS42
CDDB:556	KNS42
ACH-000622	KNS42
idCell:362	KNS42
KNS60	KNS60
KNS60_CENTRAL_NERVOUS_SYSTEM	KNS60
KNS-60	KNS60
CDDB:557	KNS60
ACH-000445	KNS60
idCell:363	KNS60
KNS62	KNS62
KNS62_LUNG	KNS62
KNS-62	KNS62
CDDB:558	KNS62
ACH-000858	KNS62
idCell:364	KNS62
KNS81	KNS81
KNS81_CENTRAL_NERVOUS_SYSTEM	KNS81
KNS-81	KNS81
CDDB:559	KNS81
ACH-000479	KNS81
idCell:365	KNS81
KO51	KO51
KO51_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO51
CDDB:560	KO51
KO52	KO52
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KO52
CDDB:561	KO52
ACH-000498	KO52
idCell:366	KO52
KOPN	KOPN
KOPN_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KOPN
CDDB:562	KOPN
KOPN8	KOPN8
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KOPN8
KOPN-8	KOPN8
CDDB:563	KOPN8
ACH-001106	KOPN8
idCell:367	KOPN8
KP1N	KP1N
KP1N_PANCREAS	KP1N
KP-1N	KP1N
CDDB:564	KP1N
ACH-001107	KP1N
idCell:368	KP1N
KP1NL	KP1NL
KP1NL_PANCREAS	KP1NL
CDDB:565	KP1NL
ACH-001108	KP1NL
idCell:369	KP1NL
KP2	KP2
KP2_PANCREAS	KP2
KP-2	KP2
CDDB:566	KP2
ACH-000281	KP2
idCell:370	KP2
KP3	KP3
KP3_PANCREAS	KP3
KP-3	KP3
CDDB:567	KP3
ACH-000108	KP3
idCell:371	KP3
KP4	KP4
KP4_PANCREAS	KP4
KP-4	KP4
CDDB:568	KP4
ACH-000265	KP4
idCell:372	KP4
KPL1	KPL1
KPL1_BREAST	KPL1
KPL-1	KPL1
CDDB:569	KPL1
ACH-000028	KPL1
idCell:973	KPL1
KPNRTBM1	KPNRTBM1
KPNRTBM1_AUTONOMIC_GANGLIA	KPNRTBM1
KP-N-RT-BM-1	KPNRTBM1
CDDB:570	KPNRTBM1
ACH-000345	KPNRTBM1
idCell:373	KPNRTBM1
KPNSI9S	KPNSI9S
KPNSI9S_AUTONOMIC_GANGLIA	KPNSI9S
KP-N-SI9s	KPNSI9S
CDDB:571	KPNSI9S
ACH-000446	KPNSI9S
idCell:374	KPNSI9S
KPNYN	KPNYN
KPNYN_AUTONOMIC_GANGLIA	KPNYN
KP-N-YN	KPNYN
CDDB:572	KPNYN
ACH-000227	KPNYN
idCell:375	KPNYN
KRIJ	KRIJ
CDDB:573	KRIJ
idCell:1187	KRIJ
KS1	KS1
KS1_CENTRAL_NERVOUS_SYSTEM	KS1
KS-1	KS1
CDDB:574	KS1
ACH-000631	KS1
idCell:376	KS1
KU1919	KU1919
KU1919_URINARY_TRACT	KU1919
KU-19-19	KU1919
CDDB:575	KU1919
ACH-000486	KU1919
idCell:377	KU1919
KU812	KU812
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812
CDDB:576	KU812
ACH-000074	KU812
idCell:378	KU812
KURAMOCHI	KURAMOCHI
KURAMOCHI_OVARY	KURAMOCHI
CDDB:577	KURAMOCHI
ACH-000524	KURAMOCHI
idCell:379	KURAMOCHI
KYM1	KYM1
KYM1_SOFT_TISSUE	KYM1
KYM-1	KYM1
CDDB:578	KYM1
ACH-000607	KYM1
idCell:380	KYM1
KYO1	KYO1
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KYO1
KYO-1	KYO1
CDDB:579	KYO1
ACH-000604	KYO1
idCell:955	KYO1
KYSE140	KYSE140
KYSE140_OESOPHAGUS	KYSE140
KYSE-140	KYSE140
CDDB:580	KYSE140
ACH-000823	KYSE140
idCell:381	KYSE140
KYSE150	KYSE150
KYSE150_OESOPHAGUS	KYSE150
KYSE-150	KYSE150
CDDB:581	KYSE150
ACH-000855	KYSE150
idCell:382	KYSE150
KYSE180	KYSE180
KYSE180_OESOPHAGUS	KYSE180
KYSE-180	KYSE180
CDDB:582	KYSE180
ACH-000693	KYSE180
idCell:383	KYSE180
KYSE270	KYSE270
KYSE270_OESOPHAGUS	KYSE270
KYSE-270	KYSE270
CDDB:583	KYSE270
ACH-000873	KYSE270
idCell:384	KYSE270
KYSE30	KYSE30
KYSE30_OESOPHAGUS	KYSE30
KYSE-30	KYSE30
CDDB:584	KYSE30
ACH-000777	KYSE30
idCell:385	KYSE30
KYSE410	KYSE410
KYSE410_OESOPHAGUS	KYSE410
KYSE-410	KYSE410
CDDB:585	KYSE410
ACH-000809	KYSE410
idCell:386	KYSE410
KYSE450	KYSE450
KYSE450_OESOPHAGUS	KYSE450
KYSE-450	KYSE450
CDDB:586	KYSE450
ACH-000865	KYSE450
idCell:387	KYSE450
KYSE510	KYSE510
KYSE510_OESOPHAGUS	KYSE510
KYSE-510	KYSE510
CDDB:587	KYSE510
ACH-000824	KYSE510
idCell:388	KYSE510
KYSE520	KYSE520
KYSE520_OESOPHAGUS	KYSE520
KYSE-520	KYSE520
CDDB:588	KYSE520
ACH-000637	KYSE520
idCell:389	KYSE520
KYSE70	KYSE70
KYSE70_OESOPHAGUS	KYSE70
KYSE-70	KYSE70
CDDB:589	KYSE70
ACH-000784	KYSE70
idCell:390	KYSE70
L1236	L1236
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L1236
L-1236	L1236
CDDB:590	L1236
ACH-000702	L1236
idCell:391	L1236
L33	L33
L33_PANCREAS	L33
L3.3	L33
CDDB:591	L33
ACH-000685	L33
idCell:392	L33
L363	L363
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L363
L-363	L363
CDDB:592	L363
ACH-000183	L363
idCell:393	L363
L428	L428
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L428
L-428	L428
CDDB:593	L428
ACH-000754	L428
idCell:394	L428
L540	L540
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L540
L-540	L540
CDDB:594	L540
ACH-000806	L540
idCell:975	L540
LAMA84	LAMA84
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LAMA84
LAMA-84	LAMA84
CDDB:595	LAMA84
ACH-000301	LAMA84
idCell:395	LAMA84
LC1	LC1
LC1_LUNG	LC1
CDDB:596	LC1
idCell:1026	LC1
LC1F	LC1F
LC1F_LUNG	LC1F
LC-1F	LC1F
CDDB:597	LC1F
ACH-000705	LC1F
idCell:396	LC1F
LC1SQSF	LC1SQSF
LC1SQSF_LUNG	LC1SQSF
CDDB:598	LC1SQSF
ACH-001113	LC1SQSF
idCell:397	LC1SQSF
LCLC103H	LCLC103H
LCLC103H_LUNG	LCLC103H
LCLC-103H	LCLC103H
CDDB:599	LCLC103H
ACH-000627	LCLC103H
idCell:398	LCLC103H
LCLC97TM1	LCLC97TM1
LCLC97TM1_LUNG	LCLC97TM1
LCLC-97TM1	LCLC97TM1
CDDB:600	LCLC97TM1
ACH-000596	LCLC97TM1
idCell:399	LCLC97TM1
LI7	LI7
LI7_LIVER	LI7
Li-7	LI7
CDDB:601	LI7
ACH-000471	LI7
idCell:855	LI7
LK2	LK2
LK2_LUNG	LK2
LK-2	LK2
CDDB:602	LK2
ACH-000769	LK2
idCell:400	LK2
LMSU	LMSU
LMSU_STOMACH	LMSU
CDDB:603	LMSU
ACH-000255	LMSU
idCell:856	LMSU
LN18	LN18
LN18_CENTRAL_NERVOUS_SYSTEM	LN18
LN-18	LN18
CDDB:604	LN18
ACH-000819	LN18
idCell:401	LN18
LN215	LN215
LN215_CENTRAL_NERVOUS_SYSTEM	LN215
CDDB:605	LN215
ACH-000328	LN215
idCell:1072	LN215
LN229	LN229
LN229_CENTRAL_NERVOUS_SYSTEM	LN229
LN-229	LN229
CDDB:606	LN229
ACH-000595	LN229
idCell:402	LN229
LN235	LN235
LN235_CENTRAL_NERVOUS_SYSTEM	LN235
CDDB:607	LN235
ACH-000591	LN235
idCell:1115	LN235
LN319	LN319
LN319_CENTRAL_NERVOUS_SYSTEM	LN319
CDDB:608	LN319
ACH-000128	LN319
idCell:1073	LN319
LN340	LN340
LN340_CENTRAL_NERVOUS_SYSTEM	LN340
CDDB:609	LN340
ACH-000634	LN340
idCell:1074	LN340
LN382	LN382
LN382_CENTRAL_NERVOUS_SYSTEM	LN382
CDDB:610	LN382
ACH-000215	LN382
idCell:1075	LN382
LN405	LN405
LN405_NERVOUS_SYSTEM	LN405
LN-405	LN405
CDDB:611	LN405
ACH-002268	LN405
idCell:403	LN405
LN414	LN414
LN414_CENTRAL_NERVOUS_SYSTEM	LN414
CDDB:612	LN414
idCell:1116	LN414
LN428	LN428
LN428_CENTRAL_NERVOUS_SYSTEM	LN428
CDDB:613	LN428
ACH-000455	LN428
idCell:1076	LN428
LN443	LN443
LN443_CENTRAL_NERVOUS_SYSTEM	LN443
CDDB:614	LN443
ACH-000673	LN443
idCell:1117	LN443
LN444	LN444
LN444_CENTRAL_NERVOUS_SYSTEM	LN444
CDDB:615	LN444
idCell:1118	LN444
LN464	LN464
LN464_CENTRAL_NERVOUS_SYSTEM	LN464
CDDB:616	LN464
ACH-000676	LN464
idCell:1077	LN464
LNCAPCLONEFGC	LNCAPCLONEFGC
LNCAPCLONEFGC_PROSTATE	LNCAPCLONEFGC
LNCaP-Clone-FGC	LNCAPCLONEFGC
LNCaP clone FGC	LNCAPCLONEFGC
CDDB:618	LNCAPCLONEFGC
ACH-000977	LNCAPCLONEFGC
idCell:404	LNCAPCLONEFGC
idCell:1119	LNCAPCLONEFGC
LNZ308	LNZ308
LNZ308_CENTRAL_NERVOUS_SYSTEM	LNZ308
CDDB:619	LNZ308
ACH-000760	LNZ308
idCell:1078	LNZ308
LOUCY	LOUCY
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LOUCY
Loucy	LOUCY
CDDB:620	LOUCY
ACH-000104	LOUCY
idCell:405	LOUCY
LOUNH91	LOUNH91
LOUNH91_LUNG	LOUNH91
LouNH91	LOUNH91
LOU-NH91	LOUNH91
CDDB:621	LOUNH91
ACH-000176	LOUNH91
idCell:406	LOUNH91
LOVO	LOVO
LOVO_LARGE_INTESTINE	LOVO
LoVo	LOVO
CDDB:622	LOVO
ACH-000950	LOVO
idCell:407	LOVO
LOXIMVI	LOXIMVI
LOXIMVI_SKIN	LOXIMVI
LOX IMVI	LOXIMVI
CDDB:623	LOXIMVI
ACH-000750	LOXIMVI
idCell:408	LOXIMVI
LP1	LP1
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP1
LP-1	LP1
CDDB:624	LP1
ACH-000204	LP1
idCell:409	LP1
LP6	LP6
LP6_SOFT_TISSUE	LP6
CDDB:625	LP6
LS1034	LS1034
LS1034_LARGE_INTESTINE	LS1034
LS-1034	LS1034
CDDB:626	LS1034
ACH-000252	LS1034
idCell:410	LS1034
LS123	LS123
LS123_LARGE_INTESTINE	LS123
LS-123	LS123
CDDB:627	LS123
ACH-000501	LS123
idCell:411	LS123
LS141	LS141
LS141_SOFT_TISSUE	LS141
CDDB:628	LS141
idCell:1120	LS141
LS174T	LS174T
LS-174T	LS174T
CDDB:629	LS174T
idCell:1046	LS174T
LS180	LS180
LS180_LARGE_INTESTINE	LS180
LS-180	LS180
LS 180	LS180
CDDB:630	LS180
ACH-000957	LS180
idCell:412	LS180
LS411N	LS411N
LS411N_LARGE_INTESTINE	LS411N
LS-411N	LS411N
CDDB:631	LS411N
ACH-000985	LS411N
idCell:413	LS411N
LS513	LS513
LS513_LARGE_INTESTINE	LS513
LS-513	LS513
CDDB:632	LS513
ACH-000007	LS513
idCell:414	LS513
LU65	LU65
LU65_LUNG	LU65
LU-65	LU65
CDDB:633	LU65
ACH-000438	LU65
idCell:415	LU65
LU99	LU99
LU99_LUNG	LU99
LU-99	LU99
CDDB:634	LU99
CVCL_3015	LU99
ACH-000444	LU99
idCell:416	LU99
LUDLU1	LUDLU1
LUDLU1_LUNG	LUDLU1
LUDLU-1	LUDLU1
CDDB:635	LUDLU1
ACH-000390	LUDLU1
idCell:417	LUDLU1
LXF289	LXF289
LXF289_LUNG	LXF289
LXF-289	LXF289
CDDB:636	LXF289
ACH-000787	LXF289
idCell:418	LXF289
M059J	M059J
M059J_CENTRAL_NERVOUS_SYSTEM	M059J
CDDB:637	M059J
ACH-001118	M059J
idCell:1033	M059J
M059K	M059K
M059K_CENTRAL_NERVOUS_SYSTEM	M059K
CDDB:638	M059K
ACH-000152	M059K
idCell:419	M059K
M07E	M07E
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M07E
M-07e	M07E
CDDB:639	M07E
ACH-000602	M07E
idCell:420	M07E
M14	M14
M14_SKIN	M14
CDDB:640	M14
ACH-002159	M14
idCell:421	M14
MALME3M	MALME3M
MALME3M_SKIN	MALME3M
Malme-3M	MALME3M
CDDB:641	MALME3M
ACH-000477	MALME3M
idCell:422	MALME3M
MB157	MB157
MB157_BREAST	MB157
MB-157	MB157
CDDB:642	MB157
ACH-001120	MB157
idCell:423	MB157
MC116	MC116
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116
CDDB:643	MC116
ACH-000583	MC116
idCell:424	MC116
MCAS	MCAS
MCAS_OVARY	MCAS
CDDB:644	MCAS
ACH-000796	MCAS
idCell:425	MCAS
MCF10A	MCF10A
MCF10A_BREAST	MCF10A
MCF-10A	MCF10A
CDDB:645	MCF10A
ACH-001357	MCF10A
idCell:1158	MCF10A
MCF7	MCF7
MCF7_BREAST	MCF7
MCF-7	MCF7
CDDB:646	MCF7
ACH-000019	MCF7
idCell:426	MCF7
MDAMB134VI	MDAMB134VI
MDAMB134VI_BREAST	MDAMB134VI
MDA-MB-134-VI	MDAMB134VI
CDDB:647	MDAMB134VI
ACH-000044	MDAMB134VI
idCell:427	MDAMB134VI
MDAMB157	MDAMB157
MDAMB157_BREAST	MDAMB157
MDA-MB-157	MDAMB157
CDDB:648	MDAMB157
ACH-000621	MDAMB157
idCell:428	MDAMB157
MDAMB175VII	MDAMB175VII
MDAMB175VII_BREAST	MDAMB175VII
MDA-MB-175-VII	MDAMB175VII
CDDB:649	MDAMB175VII
ACH-000759	MDAMB175VII
idCell:429	MDAMB175VII
MDAMB231	MDAMB231
MDAMB231_BREAST	MDAMB231
MDA-MB-231	MDAMB231
CDDB:650	MDAMB231
ACH-000768	MDAMB231
idCell:430	MDAMB231
MDAMB361	MDAMB361
MDAMB361_BREAST	MDAMB361
MDA-MB-361	MDAMB361
CDDB:651	MDAMB361
ACH-000934	MDAMB361
idCell:431	MDAMB361
MDAMB415	MDAMB415
MDAMB415_BREAST	MDAMB415
MDA-MB-415	MDAMB415
CDDB:652	MDAMB415
ACH-000876	MDAMB415
idCell:432	MDAMB415
MDAMB435	MDAMB435
MDA-MB-435	MDAMB435
CDDB:653	MDAMB435
idCell:1167	MDAMB435
MDAMB4355	MDAMB4355
CDDB:654	MDAMB4355
idCell:1156	MDAMB4355
MDAMB435S	MDAMB435S
MDAMB435S_SKIN	MDAMB435S
MDA-MB-435S	MDAMB435S
CDDB:655	MDAMB435S
ACH-000884	MDAMB435S
idCell:1008	MDAMB435S
MDAMB436	MDAMB436
MDAMB436_BREAST	MDAMB436
MDA-MB-436	MDAMB436
CDDB:656	MDAMB436
ACH-000573	MDAMB436
idCell:433	MDAMB436
MDAMB453	MDAMB453
MDAMB453_BREAST	MDAMB453
MDA-MB-453	MDAMB453
CDDB:657	MDAMB453
ACH-000910	MDAMB453
idCell:434	MDAMB453
MDAMB468	MDAMB468
MDAMB468_BREAST	MDAMB468
MDA-MB-468	MDAMB468
CDDB:658	MDAMB468
